scanId,type,scantime,gpsvalid,gpslatitude,gpslongitude,gpsaccuracy,gpsage,bssid,ssid,rssi,wifilatitude/bluetoothlatitude,wifilongitude/bluetoothlongitude,wifiaccuracy/bluetoothaccuracy,cpslat,cpslon,cpsacc,wifiId/bluetoothId/bluetoothCellId,scannerId,wifiIndoor,freq,gpsaltitude,floor,btAge,clLat,clLon,clAcc,pressure,nbrofSteps,refpointLat,refpointLon,slamFloor,indoorWifiLatitude,indoorWifiLongitude,indoorWifiAccuracy,buildingId,scanIsIndoor
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:a9:60:40,"eduroam",-80,55.712078,13.213907,43,55.71174878559,13.212576509333,51,921124200,324,0,2462,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,00:22:07:1c:07:7b,"OWNIT_7C",-80,55.711647,13.212851,36,55.71174878559,13.212576509333,51,291004409,324,0,2462,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,00:22:07:1b:fc:d7,"OWNIT_D8",-83,55.711602,13.213046,40,55.71174878559,13.212576509333,51,276275065,324,0,2412,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,00:22:07:1b:fc:ef,"OWNIT_F0",-83,55.711636,13.213618,57,55.71174878559,13.212576509333,51,215606653,324,0,2462,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:d3:d3:30,"eduroam",-83,55.711634,13.210341,33,55.71174878559,13.212576509333,51,813577019,324,0,5260,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,ac:a3:1e:84:1a:02,"LND_INTRA",-83,55.711662,13.208971,150,55.71174878559,13.212576509333,51,933849431,324,0,2462,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,ac:a3:1e:84:1a:00,"eduroam",-83,55.711776,13.209512,107,55.71174878559,13.212576509333,51,812725945,324,0,2462,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,64:66:b3:88:0e:3a,"",-84,55.711973,13.214387,33,55.71174878559,13.212576509333,51,381178669,324,0,2432,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,ac:a3:1e:f5:c2:21,"LU weblogon (key: lu2016-1)",-84,55.711190,13.213520,150,55.71174878559,13.212576509333,51,934038918,324,0,2437,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,ac:a3:1e:84:1a:01,"LU weblogon (key: lu2016-1)",-84,55.711878,13.209216,118,55.71174878559,13.212576509333,51,812725925,324,0,2462,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,00:22:07:3a:28:11,"OWNIT_58",-85,55.711568,13.212928,43,55.71174878559,13.212576509333,51,717467275,324,0,2462,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,ac:a3:1e:f5:c4:11,"LU weblogon (key: lu2016-1)",-85,55.711809,13.213111,68,55.71174878559,13.212576509333,51,934038885,324,0,5220,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,ac:a3:1e:f5:c4:10,"eduroam",-85,55.711812,13.213135,63,55.71174878559,13.212576509333,51,934038884,324,0,5220,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,00:22:07:1b:ff:ce,"OWNIT_CF",-85,55.711579,13.213783,51,55.71174878559,13.212576509333,51,217757214,324,0,2437,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,e0:91:f5:f8:4e:d0,"INTENO_93",-85,55.711494,13.214008,30,55.71174878559,13.212576509333,51,745784774,324,0,2412,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:d3:d3:20,"eduroam",-85,55.711868,13.209994,40,55.71174878559,13.212576509333,51,812726020,324,0,2412,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,3c:8a:b0:f0:78:80,"LND_INTRA",-85,55.711773,13.211505,40,55.71174878559,13.212576509333,51,471081840,324,0,2437,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,ac:a3:1e:f5:c4:12,"LND_INTRA",-86,55.711776,13.213076,66,55.71174878559,13.212576509333,51,934038881,324,0,5220,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,3c:8a:b0:f0:78:84,"eduroam",-86,55.711781,13.211417,35,55.71174878559,13.212576509333,51,470150757,324,0,2437,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,10:0e:7e:0e:1b:42,"LU weblogon (key: lu2016-1)",-86,55.712376,13.211926,45,55.71174878559,13.212576509333,51,455935307,324,0,2412,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:d4:6c:e1,"LU weblogon (key: lu2016-1)",-86,55.711816,13.210334,44,55.71174878559,13.212576509333,51,821827246,324,0,2412,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:d3:d1:b0,"eduroam",-87,55.711916,13.209818,64,55.71174878559,13.212576509333,51,812726037,324,0,5300,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:d3:d1:b1,"LU weblogon (key: lu2016-1)",-87,55.711917,13.209819,59,55.71174878559,13.212576509333,51,812726035,324,0,5300,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:a9:64:10,"eduroam",-87,55.711663,13.213385,30,55.71174878559,13.212576509333,51,919999134,324,0,5280,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,10:0e:7e:0e:1b:44,"eduroam",-87,55.712331,13.211759,63,55.71174878559,13.212576509333,51,457645789,324,0,2412,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,ac:a3:1e:f5:da:52,"LND_INTRA",-88,55.711732,13.212850,61,55.71174878559,13.212576509333,51,934038882,324,0,5320,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,ac:a3:1e:f5:da:51,"LU weblogon (key: lu2016-1)",-88,55.711731,13.212867,61,55.71174878559,13.212576509333,51,934038883,324,0,5320,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:a9:64:11,"LU weblogon (key: lu2016-1)",-88,55.711673,13.213305,42,55.71174878559,13.212576509333,51,923541063,324,0,5280,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:a9:64:12,"LND_INTRA",-88,55.711663,13.213271,42,55.71174878559,13.212576509333,51,934038871,324,0,5280,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,ac:a3:1e:f5:da:50,"eduroam",-88,55.711733,13.212863,60,55.71174878559,13.212576509333,51,934038879,324,0,5320,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:d3:3e:a1,"LU weblogon (key: lu2016-1)",-88,55.711753,13.210365,31,55.71174878559,13.212576509333,51,821827303,324,0,2462,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,3c:8a:b0:f0:78:82,"LU weblogon (key: lu2016-1)",-88,55.711773,13.211339,34,55.71174878559,13.212576509333,51,473944808,324,0,2437,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:a9:60:52,"LND_INTRA",-89,55.711762,13.213812,23,55.71174878559,13.212576509333,51,934038878,324,0,5260,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:a9:60:50,"eduroam",-89,55.711795,13.213789,29,55.71174878559,13.212576509333,51,922739748,324,0,5260,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,c4:04:15:02:05:92,"AHUS",-89,55.710368,13.212608,90,55.71174878559,13.212576509333,51,441233439,324,0,2422,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:a9:60:51,"LU weblogon (key: lu2016-1)",-90,55.711836,13.213868,30,55.71174878559,13.212576509333,51,922739750,324,0,5260,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:d3:32:b0,"eduroam",-90,55.711559,13.213571,22,55.71174878559,13.212576509333,51,920111267,324,0,5300,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:d3:3e:a0,"eduroam",-90,55.711743,13.210247,31,55.71174878559,13.212576509333,51,821827307,324,0,2462,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141966,"wifi",2016-05-09 10:52:06,1,55.71166267,13.21188936,3,0,40:e3:d6:d3:32:b1,"LU weblogon (key: lu2016-1)",-91,55.711575,13.213642,31,55.71174878559,13.212576509333,51,920111266,324,0,5300,100,,,55.7114773,13.2204364,1400,1018.74,100,0,0,1,,,,1708,0
6141967,"wifi",2016-05-09 10:52:07,1,55.71166267,13.21188936,3,0,ac:a3:1e:84:1a:00,"eduroam",-82,55.711776,13.209512,107,55.711832594269,13.210642645453,55,812725945,324,0,2462,100,,,55.7114773,13.2204364,1400,1018.73,101,0,0,1,,,,1708,0
6141967,"wifi",2016-05-09 10:52:07,1,55.71166267,13.21188936,3,0,ac:a3:1e:84:1a:02,"LND_INTRA",-83,55.711662,13.208971,150,55.711832594269,13.210642645453,55,933849431,324,0,2462,100,,,55.7114773,13.2204364,1400,1018.73,101,0,0,1,,,,1708,0
